id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
7691237,Archived,Traffic Enforcement,"Overuse of Starbucks drive-in means there are at least three cars blocking the right southbound lane blocking NW 13th Street traffic at any given time and during the 2-3 minutes I watched from the sidewalk today there were also two cars northbound in the center lane waiting to turn left into Starbucks. If this is an exceptional situation meriting some flexibility, then Starbucks needs to figure out a way to loop traffic into the drive-through.",2020-04-20 15:12:00,2020-04-21 10:54:00,19.7,0,29.667276,-82.3394925,1614 NW 13TH ST
8060628,Archived,Other,There were gunshots fired and there are people fighting and yelling.,2020-06-24 23:22:00,2020-06-25 08:03:00,8.683333333333334,0,29.6225338434169,-82.3619378421907,2629 SW 31ST PL
4086545,Archived,Road Repair,Pothole in southbound lane SE 4th ST at intersection of Down Connector (G'ville-H'Thorne Rail Trail),2018-02-01 08:58:00,2018-02-02 15:35:00,30.616666666666667,0,29.6388268028952,-82.3185107716479,1200-1298 SE 4 ST
4256313,Archived,Parking Enforcement,"construction parking on both sides of street when no parking is allowed on either side of the street, blocking access to vehicles and waste management services",2018-03-20 16:25:00,2018-03-22 13:43:00,45.3,0,29.6532206190485,-82.3462994769216,ADDRESS UNAVAILABLE
7285829,Archived,Traffic/Pedestrian Signal,traffic signal at North Florida regional hospital was not allowing thru movement from the hospital to the Mall on green light solid ball yesterday at 4:15.. Traffic and Cars had to move out of the thru lane into the right turn lane to leave the hospital creating possible accident situation.,2020-01-30 10:08:00,2020-02-10 16:06:00,269.96666666666664,1,29.6602779810699,-82.412242786096,NW 66TH ST
2633998,Archived,Streetlight/Lamp,,2016-06-27 00:34:00,2016-06-27 10:20:00,9.766666666666667,0,29.6196594312021,-82.3646011352539,2751-2753 SW 35TH PL
5255984,Archived,General Code Issue,"My husband and I have been trying to get our apartment complex to have someone come and check for mold in our bedroom. Our apartment flooded earlier in 2018 and since then our dog has been having horrible allergies, I have been having horrible allergies, and, recently, I miscarried our first child. My husband, dog, and I stayed at my parent's house after my surgery and all of our allergies disappeared. The moment we got back my dog started having really bad allergies again and my allergies started skyrocketing. Our apartment also smells very musty even after I use carpet powder, air freshener, and candles. I would really appreciate if someone could come out and check our apartment, most importantly because of the loss of our child. It is likely that I lost him because of mold and I would really like to know for sure. Thank you very much.",2019-01-02 13:34:00,2019-01-02 15:12:00,1.6333333333333333,0,29.6225951,-82.3694712,3100 SW 35TH PL
8527888,Archived,Park Repair or Clean Up,The paved walkway at Possum Creek park (skateboard side) is so overgrown with most it has become a safety issue.  Was walking there this morning and slipped and almost fell.  Very dangerous and it is a well used walking area.,2020-09-04 10:11:00,2020-09-15 11:01:00,264.8333333333333,1,29.6738100000001,-82.37229,POSSUM CREEK PRESERVATION
7912955,Archived,Road Repair,"The street is deteriorating. It is a very narrow one way, with tons of loose gravel and various patchy potholes. Very badly in need of being repaved. Could also use a speed table or bump. People drive very fast, and use NW 4th Ave as a cut trough between 6th ave and Main Street, Often going the wrong way. There are several young children who live on this block.",2020-05-30 09:04:00,2020-06-16 18:28:00,417.4,1,29.6547362969477,-82.3293086886406,400-598 NW 4TH AVE
4448387,Archived,Vehicle (Abandoned/Non-Operational),Saturn with 2012 Honda tag,2018-05-15 11:28:00,2018-05-16 17:12:00,29.733333333333334,0,29.6328303,-82.3909425,3632 W 21ST LN
6562216,Archived,Street Sign,Please replace Neighborhood Crime Watch signage and straighten sign post at this location. Thank you.,2019-08-28 11:37:00,2019-11-13 11:10:00,1847.55,1,29.660769,-82.3222485,NE BLVD & NE 10TH AVE
2682031,Archived,Road Repair,Potholes in 1st lane. Would Like city to repair since it's a public road.,2016-07-11 17:47:00,2016-07-13 10:11:00,40.4,0,29.650976,-82.33888,121 SW 13TH ST
3151476,Archived,Other,"Used as storage for a van, limo, two trailers and equipment",2017-01-16 16:21:00,2017-01-19 07:36:00,63.25,0,29.6224502,-82.3860302,3333 SW 42ND ST
6858768,Archived,Noise Complaint,"Complaint about nuisance dog at 412 NE  1St Avenue. Incessant barking, at three AM, usually from 8-10pm, right now. It goes on and off, but it is relentless and amply qualifies for nuisance noise per your description. This dog should be kept inside. Or they should move out. They are surrounded by residence. This is becoming unbearable.",2019-10-21 14:51:00,2020-02-05 13:39:00,2566.8,1,29.6526277777778,-82.3211666666667,412 E UNIVERSITY AVE
2501960,Archived,Trash/Debris (Private Property),On a tour of Porters residents expressed concerns with this property.,2016-05-17 14:17:00,2016-05-17 15:25:00,1.1333333333333333,0,29.6450840012341,-82.3288649,335 SW 7TH PL
3710326,Archived,Other,Possible sinkhole opening up on right of way at 1440 N Waldo Rd.,2017-09-15 18:06:00,2017-09-18 09:19:00,63.21666666666667,0,29.6715769990351,-82.2985954589565,2006 NE STATE RD 24
2281654,Archived,Vehicle (Abandoned/Non-Operational),"Black GMW NS4L Scooter
Tag: 87AXS
Expired tag and flat tire",2016-03-03 14:51:00,2016-03-03 16:33:00,1.7,0,29.6494226,-82.3398744,300 SW 13TH ST
8877059,Archived,Water Pipe Leaks/Spills,Issue with a cap on a water pipe,2020-11-06 16:44:00,2020-11-16 07:29:00,230.75,1,29.65,-82.2875,FRED CONE PARK
8419190,Archived,General Code Issue,"I live in the Hunters Crossing apartments, and there is a bank and a plaza next door. On weekday nights, the plaza has leaf blowers and street sweepers running late in the evening, often as late as midnight. On Sunday mornings, as early as 7 am, the bank has lawn mowers, leaf blowers, etc. running. All this is interfering with the reasonable enjoyment of our home, and Sunday spiritual observances. Is there a way to have these businesses change their practices to business hours, or more reasonable times/days?",2020-08-18 18:15:00,2020-08-21 06:48:00,60.55,0,29.6992399914652,-82.3904250387058,4830 NW 43RD ST
3846479,Archived,Sidewalk Repair,Branch blocking sidewalk. Wheelchair unable to pass.,2017-11-03 18:07:00,2017-11-07 18:41:00,96.56666666666666,1,29.6503105163574,-82.3184967041016,SE 2ND AVE
6345286,Archived,Tree/Limbs (Public Property),"There is an empty lot across from my house that has several trees that are likely to fall down. If these trees fall they will land on my house- on my daughter room.  I contacted  Mr.  Dave Concer with Alachua County Foresty: he told me that his advice was  there's one tree is a hazard and a letter was going to be delivered to the owner of the lot, but I don't know the status.  It is important to prevent an accident that will cause a human life and also severe damages to my property and neighbors property. Please dont ignore this.  Thank you.",2019-07-24 21:01:00,2019-07-25 09:05:00,12.066666666666666,0,29.7256769,-82.3522459,7741 NW 21ST DR
5141175,Archived,Parking in Yard (Other Than Driveway),This is the 4th time reporting this and yet it still continues.  Black Lexus coupe parks on lawn.,2018-11-22 13:23:00,2018-11-27 07:02:00,113.65,1,29.6484423344585,-82.3810919321623,3806 SW 4TH PL
6768787,Archived,Traffic Enforcement,There are bunch of cars with people lingering around in the middle of 10th terrace... from what I can tell it's none of the actual residents.,2019-10-02 17:43:00,2020-01-07 12:15:00,2322.5333333333333,1,29.675727,-82.3127985,2511 NE 10TH TER
4923973,Archived,Trash/Debris (Public Property),This is the third time reporting this issue. It has already been cleaned up once. The residents have dumped more trash.  Please don't close this concern until the trash is cleaned up.,2018-09-18 15:35:00,2018-11-05 09:31:00,1145.9333333333334,1,29.6492601939351,-82.2976357906281,2099 SE 2ND PL
3167944,Closed,Streetlight Repair,shoes on streetlight wire,2023-01-16 21:34:00,,,0,29.6510412,-82.3261475,"116 SW 1ST AVE, Gainesville, FL, 32601"
3728878,Archived,Tree/Limbs (Public Property),"There are a lot of over grown trees/branches along the NW 8th Ave, especially, on the block between NW 34th and 43rd. These homeowners need to cut their overgrown plants over the sidewalk. It is hard for us who have to ride bikes on these sidewalks. Thank you.",2017-09-25 08:48:00,2017-09-25 12:22:00,3.566666666666667,0,29.6594200565433,-82.3864607845014,4029-4037 NW 8TH AVE
8757294,Archived,Park Repair or Clean Up,"there is so much trash piled up around the park, this includes bags and carts full of nasty clothes. it is very hard to enjoy the park with all this and terrible odors of human pee and faeces.  please clean up our park.",2020-10-14 09:56:00,2020-10-14 13:33:00,3.6166666666666667,0,29.6560002212543,-82.3269372805953,510 NW 2ND ST
3126916,Archived,Streetlight/Lamp,"One of the two lights on this pole are out. Located north of NE 3rd Ave. and Waldo Rd. intersection, next to the bike trail.",2017-01-02 00:37:00,2017-01-06 08:10:00,103.55,1,29.6551219844674,-82.3089234862989,WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL
2368225,Archived,Tree/Limbs (Public Property),Dead tree will fall sooner or later.,2016-04-04 13:54:00,2016-04-06 10:40:00,44.766666666666666,0,29.6612491607666,-82.3363723754883,1102 NW 10TH AVE
6672115,Archived,Tree/Limbs (Private Property),Dead pine tree needs to be taken down,2019-09-16 10:16:00,2019-09-16 17:35:00,7.316666666666666,0,29.656314,-82.3656105,2831 NW 4TH LN
2030194,Archived,Vehicle (Abandoned/Non-Operational),"Green Thumb Tree Services (352) 494-6314 has had a heavy truck and trailer with a flat tire parked just north of the Childhood Development Services/Early Head Start property on a vacant lot for many, many weeks.",2015-11-15 11:44:00,2016-01-27 09:19:00,1749.5833333333333,1,29.656737,-82.308767,N OF 530 NE WALDO RD
7279923,Archived,Traffic/Pedestrian Signal,If I am the first person at the intersection traveling west on 8th avenue attempting to go south on main Street is it set up to allow me to go first if I'm the first one there it seems to never do that. it allows the traffic traveling East to come first.,2020-01-29 08:01:00,2020-04-23 14:31:00,2046.5,1,29.6591928813307,-82.3250620812178,13 NW 8TH AVE
4713839,Archived,Trash/Debris (Public Property),There was debris that appears to be from (de)construction on morning of July 24 on city sidewalk in front of the property where a historic structure was demolished @ 10 years ago and the parcel is still vacant.  Debris was blocking easy access to newstands and could be a hazard to pedestrians.  Needs redevelopment!,2018-07-24 13:32:00,2018-07-24 16:00:00,2.466666666666667,0,29.6512205495063,-82.3253202566223,S MAIN ST NEAR SW 1ST ST
8827059,Archived,Building (Abandoned/Damaged),"Tarp on roof, porch filled with junk, boards on house. Been like this for years",2020-10-28 08:24:00,2020-10-28 09:17:00,0.8833333333333333,0,29.6829242655688,-82.3513093404472,2054 NW 32ND PL
4334327,Archived,Grass (Overgrown),Yard along street overgrowing with tall grass and weeds.,2018-04-13 15:03:00,2018-04-13 15:38:00,0.5833333333333334,0,29.6562080412481,-82.3756484985352,413 NW 35TH TERR
3695860,Archived,Tree/Limbs (Public Property),,2017-09-11 10:57:00,2017-09-12 14:41:00,27.733333333333334,0,29.6566225,-82.3751915,600-610 NW 35TH ST
5797250,Archived,General Code Issue,,2019-05-03 08:14:00,2019-05-06 06:53:00,70.65,0,29.6657848987777,-82.326658048248,1500 NW 2ND ST
2122220,Archived,Trash/Debris (Private Property),The landlord of this apartment complex is not taking steps to remove recycling or household trash from the bins on the property. This has been going on for over a month.,2015-12-28 14:16:00,2016-01-21 08:38:00,570.3666666666667,1,29.6765699,-82.3319351,636 NW 26TH AVE
4593567,Archived,Road Repair,,2018-06-22 12:36:00,2018-06-25 16:50:00,76.23333333333333,1,29.6573355,-82.3176436,616 NE 7TH ST
2334679,Closed,Neighbor Assistance - Clerk,"From: Denise McGinnis Brown  
Sent: Friday, October 15, 2021 4:13 PM
To: citycomm 
Subject: Casino at 1138 NE 16th Avenue, Gainesville, Florida

Dear City Commissioners,

I am once again asking for help to get my landlord to stop leasing the building adjacent to our preschool for illegal purposes, a casino.  Casinos are illegal in Gainesville, although the landlord, Edward Jennings, Jr.. has leased the property adjacent to our preschool for illegal purposes three times in the last two years.  I have personally witnessed a bodyguard with a gun on his waist and my fear is that someone will come in to rob the casino and there will be a gunfight with bullets flying everywhere.  I have already notified Mayor Poe of this, and they did close down the casino, but reopened it three weeks later and it is currently still open.  Another concern that I  have is that our parents cannot park their vehicles in front of our school building to pick up their children because the casino patrons park directly in front of our building, but the county told me that there has to be dedicated parking spaces so that preschool students will not have to walk through a parking lot to get to the school building, so right now there is some type of violation taking place as a result of the parking situation.  If this is something that cannot be resolved on the local level, please refer me to someone who can get this problem resolved permanently, or until our lease is up in June of 2022?

Thanks in advance.

Sincerely,




Dr. Denise M. Brown,
Director
Hagios Early Learning Center

The function of education is to teach one to think intensively and to think critically. Intelligence plus character - that is the goal of true education. Develop a passion for learning. If you do, you will never cease to grow.",2021-10-15 20:18:00,,,0,,,"1 S MAIN ST, Gainesville, FL"
3360563,Archived,Parking in Yard (Other Than Driveway),Car parked in yard on April 23rd.  This house has been a constant problem.  It is also an obvious case of over occupancy.,2017-04-24 08:59:00,2017-05-01 11:45:00,170.76666666666668,1,29.6556254,-82.3483237,1915 NW 5TH AVE
7768240,Archived,Grass (Overgrown),trashy yard junk over grown,2020-05-06 11:40:00,2020-05-06 12:23:00,0.7166666666666667,0,29.6899693,-82.3499996,4004 NW 20TH TERR
2427666,Archived,Streetlight/Lamp,Lightpole 966x2 is inoperable. Pole signage is damaged and partially illegible. Light pole is on the NE corner of the building. -S3 Security,2016-04-24 00:02:00,2016-04-25 08:48:00,32.766666666666666,0,29.6468181610107,-82.2928619384766,515 SE 24TH ST
